[#I]Device Description,,,
21/02/2020,03:30:33,46.7,18.2
21/02/2020,15:30:33,46.2,18.2
21/02/2020,16:59:07,46.4,18.2
22/02/2020,04:59:07,46.2,18.3
22/02/2020,16:59:07,46.1,18.3
23/02/2020,04:59:07,46,18.4
23/02/2020,16:59:07,46,18.5
24/02/2020,04:59:07,45.9,18.5
24/02/2020,16:59:07,47.6,18.5
25/02/2020,04:59:07,47.3,18.6
25/02/2020,16:59:07,47.6,18.6
26/02/2020,04:59:07,47.4,18.6
26/02/2020,16:59:07,45.8,18.5
27/02/2020,04:59:07,45.9,18.6
27/02/2020,16:59:07,46,18.8
28/02/2020,04:59:07,46.1,18.8
28/02/2020,16:59:07,46.2,18.8
29/02/2020,04:59:07,46,18.9
29/02/2020,16:59:07,46.3,18.9
01/03/2020,04:59:07,46.4,19
01/03/2020,16:59:07,46.5,19
02/03/2020,04:59:07,46.6,19.1
02/03/2020,16:59:07,45.2,18.9
03/03/2020,04:59:07,45.4,19
03/03/2020,16:59:07,45.1,19
04/03/2020,04:59:07,45.2,19
04/03/2020,16:59:07,44.8,18.9
05/03/2020,04:59:07,44.5,19
05/03/2020,16:59:07,44.1,18.9
06/03/2020,04:59:07,44.8,18.9
06/03/2020,16:59:07,44.8,18.8
07/03/2020,04:59:07,45.9,18.8
07/03/2020,16:59:07,45.5,18.8
08/03/2020,04:59:07,46,18.8
08/03/2020,16:59:07,46.8,18.9
09/03/2020,04:59:07,46.8,19
09/03/2020,16:59:07,47,18.9
10/03/2020,04:59:07,49,18.8
10/03/2020,16:59:07,48.9,18.8
11/03/2020,04:59:07,48.6,18.8
11/03/2020,16:59:07,47.8,18.8
12/03/2020,04:59:07,48.2,18.8
12/03/2020,16:59:07,48.8,18.8
13/03/2020,04:59:07,48,18.8
13/03/2020,16:59:07,44.7,19.1
14/03/2020,04:59:07,42.8,19.2
14/03/2020,16:59:07,42,19.3
15/03/2020,04:59:07,41.7,19.4
15/03/2020,16:59:07,41.8,19.4
16/03/2020,04:59:07,42.5,19.5
16/03/2020,16:59:07,41.8,19.4
17/03/2020,04:59:07,41.6,19.5
17/03/2020,16:59:07,41.4,19.5
18/03/2020,04:59:07,41.3,19.6
18/03/2020,16:59:07,41,19.6
19/03/2020,04:59:07,41.1,19.6
19/03/2020,16:59:07,41.3,19.6
20/03/2020,04:59:07,41.4,19.6
20/03/2020,16:59:07,41.8,19.6
21/03/2020,04:59:07,44.4,19.4
21/03/2020,16:59:07,45.5,19.2
22/03/2020,04:59:07,47,19.1
22/03/2020,16:59:07,48.4,19
23/03/2020,04:59:07,48.6,18.9
01/01/2013,00:00:20,47.9,19.5
01/01/2013,00:00:56,45.5,19.5
23/03/2020,11:46:51,44.4,19.5
23/03/2020,23:46:51,43.2,19.3
24/03/2020,11:46:51,42.9,19.2
24/03/2020,23:46:51,45.6,19.2
25/03/2020,11:46:51,45.9,18.9
25/03/2020,23:46:51,47.1,18.9
26/03/2020,11:46:51,46.3,18.7
26/03/2020,23:46:51,47.1,18.7
27/03/2020,11:46:51,48.3,18.6
27/03/2020,23:46:51,48.4,18.6
28/03/2020,11:46:51,49.8,18.5
28/03/2020,23:46:51,50.3,18.5
29/03/2020,11:46:51,48.7,18.4
29/03/2020,23:46:51,48.5,18.3
30/03/2020,11:46:51,46.1,18.2
30/03/2020,23:46:51,48.4,18.1
31/03/2020,11:46:51,49,18.1
31/03/2020,23:46:51,48.7,18
01/01/2013,00:00:49,51.3,17.9
01/04/2020,08:55:51,50.8,17.9
01/04/2020,20:55:51,48.6,17.9
02/04/2020,08:55:51,47.8,17.9
02/04/2020,20:55:51,49,18
03/04/2020,08:55:51,50,18
03/04/2020,20:55:51,51.7,18.1
04/04/2020,08:55:51,52,18.1
04/04/2020,20:55:51,53.2,18.1
05/04/2020,08:55:51,52.9,18.2
05/04/2020,20:55:51,53.8,18.2
06/04/2020,08:55:51,53.4,18.3
06/04/2020,20:55:51,51.4,18.3
07/04/2020,08:55:51,50.2,18.3
07/04/2020,20:55:51,52.2,18.3
08/04/2020,08:55:51,52.6,18.3
08/04/2020,20:55:51,54.2,18.3
09/04/2020,08:55:51,53.9,18.3
09/04/2020,20:55:51,52,18.3
10/04/2020,08:55:51,51.9,18.3
10/04/2020,20:55:51,53.4,18.4
11/04/2020,08:55:51,53.6,18.4
11/04/2020,20:55:51,55,18.4
12/04/2020,08:55:51,52,18.4
12/04/2020,20:55:51,51.7,18.5
13/04/2020,08:55:51,52.3,18.5
13/04/2020,20:55:51,53.9,18.6
14/04/2020,08:55:51,53.8,18.6
14/04/2020,20:55:51,53.5,18.6
15/04/2020,08:55:51,52.9,18.6
15/04/2020,20:55:51,54.1,18.6
16/04/2020,08:55:51,53.8,18.6
16/04/2020,20:55:51,55.1,18.6
17/04/2020,08:55:51,56.6,18.6
17/04/2020,20:55:51,57.9,18.6
18/04/2020,08:55:51,59.1,18.6
18/04/2020,20:55:51,60.1,18.6
19/04/2020,08:55:51,60.9,18.6
19/04/2020,20:55:51,61.6,18.6
20/04/2020,08:55:51,62.2,18.6
20/04/2020,20:55:51,62.7,18.6
21/04/2020,08:55:51,63.3,18.6
21/04/2020,20:55:51,63.7,18.6
22/04/2020,08:55:51,64.1,18.7
22/04/2020,20:55:51,64.5,18.7
23/04/2020,08:55:51,64.9,18.7
23/04/2020,20:55:51,65.2,18.7
24/04/2020,08:55:51,65.6,18.8
24/04/2020,20:55:51,52.2,18.7
25/04/2020,08:55:51,54.8,18.8
25/04/2020,20:55:51,53.9,18.8
26/04/2020,08:55:51,54.2,18.8
26/04/2020,20:55:51,56,18.8
27/04/2020,08:55:51,52.2,18.7
27/04/2020,20:55:51,51.2,18.7
28/04/2020,08:55:51,52,18.8
28/04/2020,20:55:51,52.7,18.8
29/04/2020,08:55:51,50.8,18.7
29/04/2020,20:55:51,50.9,18.7
30/04/2020,08:55:51,52,18.7
30/04/2020,20:55:51,52.9,18.7
01/05/2020,08:55:51,53,18.7
01/05/2020,20:55:51,53.2,18.7
02/05/2020,08:55:51,53.5,18.7
02/05/2020,20:55:51,51.2,18.6
03/05/2020,08:55:51,52.2,18.6
03/05/2020,20:55:51,52.7,18.6
04/05/2020,08:55:51,53,18.6
04/05/2020,20:55:51,53.3,18.6
05/05/2020,08:55:51,53.3,18.6
05/05/2020,20:55:51,50.3,18.5
06/05/2020,08:55:51,51.1,18.5
06/05/2020,20:55:51,50.3,18.5
07/05/2020,08:55:51,51.7,18.5
07/05/2020,20:55:51,51.1,18.5
08/05/2020,08:55:51,52,18.5
08/05/2020,20:55:51,52.2,18.5
09/05/2020,08:55:51,52.8,18.6
09/05/2020,20:55:51,53,18.6
10/05/2020,08:55:51,53.3,18.6
10/05/2020,20:55:51,53.4,18.6
11/05/2020,08:55:51,51,18.6
11/05/2020,20:55:51,52.5,18.6
12/05/2020,08:55:51,52.8,18.6
12/05/2020,20:55:51,54.1,18.7
13/05/2020,08:55:51,53.9,18.8
13/05/2020,20:55:51,55.1,18.7
14/05/2020,08:55:51,54.7,18.7
14/05/2020,20:55:51,52.1,18.6
15/05/2020,08:55:51,52.4,18.5
15/05/2020,20:55:51,52.1,18.5
16/05/2020,08:55:51,52.5,18.5
16/05/2020,20:55:51,52.1,18.5
17/05/2020,08:55:51,52.5,18.5
17/05/2020,20:55:51,52.2,18.5
18/05/2020,08:55:51,52.6,18.5
18/05/2020,20:55:51,52.5,18.5
19/05/2020,08:55:51,52.8,18.5
19/05/2020,20:55:51,52.3,18.5
20/05/2020,08:55:51,52.7,18.5
20/05/2020,20:55:51,53,18.6
21/05/2020,08:55:51,52.9,18.6
21/05/2020,20:55:51,51.7,18.7
22/05/2020,08:55:51,52.2,18.8
22/05/2020,20:55:51,50.6,18.8
23/05/2020,08:55:51,51.4,18.9
23/05/2020,20:55:51,51.4,18.9
24/05/2020,08:55:51,52.1,19
24/05/2020,20:55:51,52.2,19
25/05/2020,08:55:51,52.5,19.1
25/05/2020,20:55:51,52.6,19.1
26/05/2020,08:55:51,52.8,19.2
26/05/2020,20:55:51,52.7,19.2
27/05/2020,08:55:51,52.7,19.4
27/05/2020,20:55:51,51.8,19.5
28/05/2020,08:55:51,52,19.6
28/05/2020,20:55:51,51.6,19.7
29/05/2020,08:55:51,51.9,19.8
29/05/2020,20:55:51,50.9,19.9
30/05/2020,08:55:51,50.7,20
30/05/2020,20:55:51,51.7,20.1
31/05/2020,08:55:51,50.9,20.2
31/05/2020,20:55:51,52.1,20.3
01/06/2020,08:55:51,50.4,20.5
01/06/2020,20:55:51,45.3,20.8
02/06/2020,08:55:51,42.2,21.1
02/06/2020,20:55:51,40.6,21.3
03/06/2020,08:55:51,40,21.4
03/06/2020,20:55:51,39.3,21.6
04/06/2020,08:55:51,39.3,21.7
04/06/2020,20:55:51,43.1,21.5
05/06/2020,08:55:51,43.4,21.7
05/06/2020,20:55:51,44.8,21.6
06/06/2020,08:55:51,44.6,21.4
06/06/2020,20:55:51,47.4,21.4
07/06/2020,08:55:51,48.5,21.4
07/06/2020,20:55:51,46.5,21.3
08/06/2020,08:55:51,46.1,21.6
08/06/2020,20:55:51,43.1,21.7
09/06/2020,08:55:51,42.1,21.8
09/06/2020,20:55:51,41.3,21.8
10/06/2020,08:55:51,41.2,21.9
10/06/2020,20:55:51,41.6,21.7
11/06/2020,08:55:51,41.5,21.7
11/06/2020,20:55:51,40.8,21.9
12/06/2020,08:55:51,40.3,22
12/06/2020,20:55:51,43.3,21.9
13/06/2020,08:55:51,45.7,21.9
13/06/2020,20:55:51,48.6,21.9
14/06/2020,08:55:51,46.4,21.8
14/06/2020,20:55:51,45.6,21.8
15/06/2020,08:55:51,46.9,21.8
15/06/2020,20:55:51,43,22.4
16/06/2020,08:55:51,41.1,22.6
16/06/2020,20:55:51,52.3,22.3
17/06/2020,08:55:51,51,22.4
17/06/2020,20:55:51,40,22.5
18/06/2020,08:55:51,39.1,22.6
18/06/2020,20:55:51,38.7,22.3
19/06/2020,08:55:51,39.9,22.3
19/06/2020,20:55:51,37,22
20/06/2020,08:55:51,38.9,21.8
20/06/2020,20:55:51,37.3,21.7
21/06/2020,08:55:51,39.4,21.6
21/06/2020,20:55:51,38,21.5
22/06/2020,08:55:51,38.2,21.7
22/06/2020,20:55:51,38.5,22.1
23/06/2020,08:55:51,38.6,22.3
23/06/2020,20:55:51,39.3,22.3
24/06/2020,08:55:51,39.7,22.4
24/06/2020,20:55:51,40.9,22.6
25/06/2020,08:55:51,42.8,22.7
25/06/2020,20:55:51,39.5,22.4
26/06/2020,08:55:51,38.7,22.3
26/06/2020,20:55:51,37.9,22.3
27/06/2020,08:55:51,42,22.5
27/06/2020,20:55:51,39.6,22.3
28/06/2020,08:55:51,38.1,22.3
28/06/2020,20:55:51,36.7,22.2
29/06/2020,08:55:51,41.1,22.2
29/06/2020,14:10:25,41,22.3
30/06/2020,02:10:25,42,22.2
30/06/2020,14:10:25,41.8,22.1
01/07/2020,02:10:25,45.3,22.1
01/07/2020,14:10:25,47.5,22.2
02/07/2020,02:10:25,48.6,22.1
02/07/2020,14:10:25,48.4,22.1
03/07/2020,02:10:25,50.3,22.2
03/07/2020,14:10:25,49.1,22.2
04/07/2020,02:10:25,49.5,22
04/07/2020,14:10:25,51.4,22.1
05/07/2020,02:10:25,51.1,21.9
05/07/2020,14:10:25,51.1,21.9
06/07/2020,02:10:25,50.4,21.8
06/07/2020,14:10:25,50.6,21.8
07/07/2020,02:10:25,50.1,21.8
07/07/2020,14:10:25,51.8,22
08/07/2020,02:10:25,51.5,21.9
08/07/2020,14:10:25,53.1,22
09/07/2020,02:10:25,52.3,22
09/07/2020,14:10:25,53.8,22
10/07/2020,02:10:25,52.2,21.9
10/07/2020,14:10:25,53.3,22
11/07/2020,02:10:25,52.2,22
11/07/2020,14:10:25,53.8,22
12/07/2020,02:10:25,51.8,21.9
12/07/2020,14:10:25,53.1,22
13/07/2020,02:10:25,52.1,22
13/07/2020,14:10:25,51.4,21.9
14/07/2020,02:10:25,51,21.9
14/07/2020,14:10:25,53.1,22
15/07/2020,02:10:25,51.8,21.9
15/07/2020,14:10:25,53.6,22
16/07/2020,02:10:25,52,21.9
16/07/2020,14:10:25,53.8,22.1
17/07/2020,02:10:25,52.2,22
17/07/2020,14:10:25,53.5,22.1
18/07/2020,02:10:25,52.5,22.1
18/07/2020,14:10:25,54.1,22.2
19/07/2020,02:10:25,52.3,22.1
19/07/2020,14:10:25,53.7,22.2
20/07/2020,02:10:25,52.1,22.1
20/07/2020,14:10:25,53.6,22.2
21/07/2020,02:10:25,51.7,22.1
21/07/2020,14:10:25,53,22.2
22/07/2020,02:10:25,51.5,22.1
22/07/2020,14:10:25,53.2,22.2
23/07/2020,02:10:25,51.6,22.2
23/07/2020,14:10:25,53.1,22.3
24/07/2020,02:10:25,51.8,22.2
24/07/2020,14:10:25,53.2,22.3
25/07/2020,02:10:25,51.7,22.2
25/07/2020,14:10:25,53.3,22.3
26/07/2020,02:10:25,52.1,22.2
26/07/2020,14:10:25,53.7,22.3
27/07/2020,02:10:25,52.2,22.2
27/07/2020,14:10:25,53.6,22.3
28/07/2020,02:10:25,52.2,22.2
28/07/2020,14:10:25,53.7,22.3
29/07/2020,02:10:25,51.7,22.2
29/07/2020,14:10:25,53.3,22.2
30/07/2020,02:10:25,52,22
30/07/2020,14:10:25,53.6,22.1
31/07/2020,02:10:25,52.1,21.9
31/07/2020,14:10:25,53.5,22
01/08/2020,02:10:25,52.2,21.9
01/08/2020,14:10:25,53.8,22
02/08/2020,02:10:25,52.4,21.9
02/08/2020,14:10:25,54,22
03/08/2020,02:10:25,52.5,21.9
03/08/2020,14:10:25,54.1,22.1
04/08/2020,02:10:25,52.3,21.9
04/08/2020,14:10:25,53.9,22.1
05/08/2020,02:10:25,52.3,22
05/08/2020,14:10:25,54,22.1
06/08/2020,02:10:25,52.1,22
06/08/2020,14:10:25,53.6,22
07/08/2020,02:10:25,52.1,21.9
07/08/2020,14:10:25,53.6,22
08/08/2020,02:10:25,52.1,22
08/08/2020,14:10:25,53.7,22.1
09/08/2020,02:10:25,52.3,22
09/08/2020,14:10:25,53.7,22.1
10/08/2020,02:10:25,52.4,22.1
10/08/2020,14:10:25,53.9,22.2
11/08/2020,02:10:25,52.3,22.1
11/08/2020,14:10:25,54.1,22.3
12/08/2020,02:10:25,52.5,22.2
12/08/2020,14:10:25,51.8,22.3
13/08/2020,02:10:25,51.7,22.3
13/08/2020,14:10:25,51.5,22.4
14/08/2020,02:10:25,51.4,22.4
14/08/2020,14:10:25,54,22.5
15/08/2020,02:10:25,52,22.5
15/08/2020,14:10:25,54.1,22.6
16/08/2020,02:10:25,56.5,22.6
16/08/2020,14:10:25,58.5,22.6
17/08/2020,02:10:25,60.1,22.6
17/08/2020,14:10:25,61.4,22.6
18/08/2020,02:10:25,62.5,22.7
18/08/2020,14:10:25,63.3,22.7
19/08/2020,02:10:25,64,22.7
19/08/2020,14:10:25,64.3,22.8
20/08/2020,02:10:25,64.7,22.8
20/08/2020,14:10:25,65.1,22.9
21/08/2020,02:10:25,65.4,22.9
21/08/2020,14:10:25,66,22.9
22/08/2020,02:10:25,66.5,22.9
22/08/2020,14:10:25,66.8,22.9
23/08/2020,02:10:25,67,22.8
23/08/2020,14:10:25,67.1,22.8
24/08/2020,02:10:25,67.2,22.8
24/08/2020,14:10:25,67.2,22.8
25/08/2020,02:10:25,67.3,22.8
25/08/2020,14:10:25,67.1,22.9
26/08/2020,02:10:25,67.3,22.8
26/08/2020,14:10:25,67.5,22.8
27/08/2020,02:10:25,67.7,22.7
27/08/2020,14:10:25,67.6,22.7
28/08/2020,02:10:25,67.5,22.7
28/08/2020,14:10:25,67.4,22.7
29/08/2020,02:10:25,50.5,22.5
29/08/2020,14:10:25,52.9,22.5
30/08/2020,02:10:25,51.6,22.3
30/08/2020,14:10:25,49.9,22.2
31/08/2020,02:10:25,50,22.1
31/08/2020,14:10:25,49.7,22
01/09/2020,02:10:25,49.6,21.9
01/09/2020,14:10:25,52.4,22
02/09/2020,02:10:25,51.2,21.9
02/09/2020,14:10:25,53.3,21.9
03/09/2020,02:10:25,51.7,21.8
03/09/2020,14:10:25,53.7,21.8
04/09/2020,02:10:25,51.9,21.7
04/09/2020,14:10:25,53.9,21.8
05/09/2020,02:10:25,52.2,21.6
05/09/2020,14:10:25,53.9,21.6
06/09/2020,02:10:25,52.1,21.5
06/09/2020,14:10:25,53.7,21.5
07/09/2020,02:10:25,52,21.4
07/09/2020,14:10:25,53.8,21.5
08/09/2020,02:10:25,52.1,21.5
08/09/2020,14:10:25,52.3,21.6
09/09/2020,02:10:25,40.8,21.4
09/09/2020,14:10:25,51.7,21.4
10/09/2020,02:10:25,51,21.5
10/09/2020,14:10:25,53.1,21.5
11/09/2020,02:10:25,51.3,21.4
11/09/2020,14:10:25,53.1,21.4
12/09/2020,02:10:25,51.7,21.3
12/09/2020,14:10:25,53.3,21.3
13/09/2020,02:10:25,52,21.2
13/09/2020,14:10:25,53.5,21.2
14/09/2020,02:10:25,52.1,21.2
14/09/2020,14:10:25,53.5,21.2
15/09/2020,02:10:25,52.1,21.1
15/09/2020,14:10:25,51.3,21.2
16/09/2020,02:10:25,48.3,21.2
16/09/2020,14:10:25,50.5,21.4
17/09/2020,02:10:25,50.6,21.4
17/09/2020,14:10:25,52.8,21.5
18/09/2020,02:10:25,51.4,21.4
18/09/2020,14:10:25,53,21.4
19/09/2020,02:10:25,51.6,21.3
19/09/2020,14:10:25,53.1,21.3
20/09/2020,02:10:25,51.4,21.2
20/09/2020,14:10:25,52.9,21.3
21/09/2020,02:10:25,51.5,21.2
21/09/2020,14:10:25,53.1,21.3
22/09/2020,02:10:25,51.8,21.2
22/09/2020,14:10:25,53.2,21.2
23/09/2020,02:10:25,51.6,21.2
23/09/2020,14:10:25,53,21.2
24/09/2020,02:10:25,51.8,21.3
24/09/2020,14:10:25,53.4,21.4
25/09/2020,02:10:25,51.5,21.2
25/09/2020,14:10:25,53,21.2
26/09/2020,02:10:25,51.5,21.1
26/09/2020,14:10:25,53.1,21.1
27/09/2020,02:10:25,51.8,21
27/09/2020,14:10:25,53,21.2
28/09/2020,02:10:25,52,20.9
28/09/2020,14:10:25,53.5,20.9
29/09/2020,02:10:25,52.2,20.8
29/09/2020,14:10:25,53.6,20.8
30/09/2020,02:10:25,51.7,20.6
30/09/2020,14:10:25,53.1,20.7
01/10/2020,02:10:25,51.7,20.6
01/10/2020,14:10:25,53.5,20.6
02/10/2020,02:10:25,51.7,20.5
02/10/2020,14:10:25,53.2,20.5
03/10/2020,02:10:25,51.3,20.4
03/10/2020,14:10:25,51.4,20.4
04/10/2020,02:10:25,50.6,20.3
04/10/2020,14:10:25,50.1,20.2
05/10/2020,02:10:25,50,20.1
05/10/2020,14:10:25,51.1,20.1
06/10/2020,02:10:25,50.8,20
06/10/2020,14:10:25,51.6,20
07/10/2020,02:10:25,51.3,19.9
07/10/2020,14:10:25,51.7,19.9
08/10/2020,02:10:25,51,19.8
08/10/2020,14:10:25,51.5,19.8
09/10/2020,02:10:25,50.9,19.7
09/10/2020,14:10:25,51.4,19.7
10/10/2020,02:10:25,50.7,19.7
10/10/2020,14:10:25,50.5,19.6
11/10/2020,02:10:25,50.5,19.5
11/10/2020,14:10:25,50.4,19.5
12/10/2020,02:10:25,50.4,19.4
12/10/2020,14:10:25,50.9,19.4
13/10/2020,02:10:25,50.7,19.3
13/10/2020,14:10:25,51.3,19.3
14/10/2020,02:10:25,51,19.2
14/10/2020,14:10:25,51.7,19.2
15/10/2020,02:10:25,50.4,19.1
15/10/2020,14:10:25,50.2,19
16/10/2020,02:10:25,50.3,18.9
16/10/2020,14:10:25,51.1,18.9
17/10/2020,02:10:25,51.1,18.8
17/10/2020,14:10:25,52.7,18.8
18/10/2020,02:10:25,54.2,18.8
18/10/2020,14:10:25,55.5,18.8
19/10/2020,02:10:25,56.6,18.8
19/10/2020,14:10:25,57.3,18.8
20/10/2020,02:10:25,57.9,18.8
20/10/2020,14:10:25,57.5,18.9
21/10/2020,02:10:25,53.4,18.8
21/10/2020,14:10:25,53.9,18.9
22/10/2020,02:10:25,52.9,18.8
22/10/2020,14:10:25,53.4,18.7
23/10/2020,02:10:25,49.1,18.6
23/10/2020,14:10:25,50.8,18.6
24/10/2020,02:10:25,51.1,18.6
24/10/2020,14:10:25,52.1,18.6
25/10/2020,02:10:25,50.5,18.6
25/10/2020,14:10:25,51.2,18.6
26/10/2020,02:10:25,51.2,18.5
26/10/2020,14:10:25,51.9,18.5
27/10/2020,02:10:25,49.1,18.4
27/10/2020,14:10:25,49.6,18.4
28/10/2020,02:10:25,45.1,18.3
28/10/2020,14:10:25,47.6,18.4
29/10/2020,02:10:25,47,18.3
29/10/2020,14:10:25,49,18.3
30/10/2020,02:10:25,45.9,18.2
30/10/2020,14:10:25,48.1,18.3
31/10/2020,02:10:25,45.6,18.2
31/10/2020,14:10:25,48.1,18.3
01/11/2020,02:10:25,45.7,18.2
01/11/2020,14:10:25,48.3,18.3
02/11/2020,02:10:25,50,18.2
02/11/2020,14:10:25,52.4,18.3
03/11/2020,02:10:25,50.8,18.2
03/11/2020,14:10:25,52.4,18.3
04/11/2020,02:10:25,48.1,18.2
04/11/2020,14:10:25,49.4,18.2
05/11/2020,02:10:25,46.9,19.1
05/11/2020,14:10:25,46,19
06/11/2020,02:10:25,45.9,18.2
06/11/2020,14:10:25,46.9,19.6
07/11/2020,02:10:25,45.8,20.6
07/11/2020,14:10:25,45,20.9
08/11/2020,02:10:25,45.5,20.9
08/11/2020,14:10:25,46.2,21
09/11/2020,02:10:25,46.7,21
09/11/2020,14:10:25,47.1,21.3
10/11/2020,02:10:25,47,21.2
10/11/2020,14:10:25,47.1,21.2
11/11/2020,02:10:25,47.1,21.1
11/11/2020,14:10:25,47.3,21.2
12/11/2020,02:10:25,47.2,21.1
12/11/2020,14:10:25,47.2,21.1
13/11/2020,02:10:25,46.9,21
13/11/2020,14:10:25,47.1,21.1
14/11/2020,02:10:25,46.6,21
14/11/2020,14:10:25,46.7,21
15/11/2020,02:10:25,46.9,21
15/11/2020,14:10:25,47,21
16/11/2020,02:10:25,46.2,20.9
16/11/2020,14:10:25,45.7,21
17/11/2020,02:10:25,45.8,21
17/11/2020,14:10:25,46.3,21.1
18/11/2020,02:10:25,46.6,21
18/11/2020,14:10:25,46.9,21.2
19/11/2020,02:10:25,46.3,21
19/11/2020,14:10:25,45.1,21.1
20/11/2020,02:10:25,43.9,20.9
20/11/2020,14:10:25,42.4,20.9
21/11/2020,02:10:25,42.9,21
21/11/2020,14:10:25,43.9,21
22/11/2020,02:10:25,44.6,21
22/11/2020,14:10:25,45.4,21.1
23/11/2020,02:10:25,44.7,21
23/11/2020,14:10:25,43.7,21
24/11/2020,02:10:25,43.5,20.9
24/11/2020,14:10:25,44.2,21
25/11/2020,02:10:25,44.6,21
25/11/2020,14:10:25,45.3,21.1
26/11/2020,02:10:25,45.4,20.9
26/11/2020,14:10:25,44.4,21
27/11/2020,02:10:25,42.2,24.4
27/11/2020,14:10:25,38.5,21.7
28/11/2020,02:10:25,37.6,25.8
28/11/2020,14:10:25,38,23.3
29/11/2020,02:10:25,39.6,24.7
29/11/2020,14:10:25,39.2,22.6
30/11/2020,02:10:25,38.9,25.4
30/11/2020,14:10:25,37.2,15.2
01/12/2020,02:10:25,40,16.5
01/12/2020,14:10:25,38.8,11.5
02/12/2020,02:10:25,41.4,10
02/12/2020,14:10:25,56.7,20
03/12/2020,02:10:25,51.7,17.8
03/12/2020,14:10:25,51.1,12.3
04/12/2020,02:10:25,48.1,17.3
04/12/2020,14:10:25,46.5,18.9
05/12/2020,02:10:25,44.6,15.8
05/12/2020,14:10:25,44,17.9
06/12/2020,02:10:25,42.9,18.1
06/12/2020,14:10:25,42.1,19.9
07/12/2020,02:10:25,40.3,20.1
07/12/2020,14:10:25,39.9,20.6
08/12/2020,02:10:25,37.6,7.7
08/12/2020,14:10:25,39,14.9
09/12/2020,02:10:25,43.3,15
09/12/2020,14:10:25,45.5,16.9
10/12/2020,02:10:25,46.1,15.2
10/12/2020,14:10:25,46.2,14.3
11/12/2020,02:10:25,49.3,16.3
11/12/2020,14:10:25,51.6,15
12/12/2020,02:10:25,53.7,19.4
12/12/2020,14:10:25,53.1,11.2
13/12/2020,02:10:25,56.2,16
13/12/2020,14:10:25,53.4,16.2
14/12/2020,02:10:25,52.6,15.9
14/12/2020,14:10:25,54,18.8
15/12/2020,02:10:25,50.3,18.8
15/12/2020,14:10:25,52.4,22.9
16/12/2020,02:10:25,54.7,20
