"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6"
"Date/Time","Date/Time","ch1","ch2","ch3","ch4","Cumulative Illuminance","Cumulative Amount of UV Light"
"","","lx","mW/cm2","°C","%","lxh","W/cm2h"
"2021-08-22 02:50:50","44430.1186342593","0.02","0.000","22.8","50.0","",""
"2021-08-22 03:05:50","44430.1290509259","0.03","0.000","22.8","50.0","",""
"2021-08-22 03:20:50","44430.1394675926","0.03","0.000","22.8","50.0","",""
"2021-08-22 03:35:50","44430.1498842593","0.03","0.000","22.8","50.0","",""
"2021-08-22 03:50:50","44430.1603009259","0.03","0.000","22.8","50.0","",""
"2021-08-22 04:05:50","44430.1707175926","0.03","0.000","22.8","50.0","",""
"2021-08-22 04:20:50","44430.1811342593","0.03","0.000","22.8","50.0","",""
"2021-08-22 04:35:50","44430.1915509259","0.03","0.000","22.7","50.0","",""
"2021-08-22 04:50:50","44430.2019675926","0.26","0.000","22.7","50.0","",""
"2021-08-22 05:05:50","44430.2123842593","0.82","0.000","22.7","50.0","",""
"2021-08-22 05:20:50","44430.2228009259","1.59","0.000","22.7","50.0","",""
"2021-08-22 05:35:50","44430.2332175926","3.42","0.000","22.7","50.0","",""
"2021-08-22 05:50:50","44430.2436342593","5.69","0.000","22.7","50.0","",""
"2021-08-22 06:05:50","44430.2540509259","9.84","0.000","22.7","50.0","",""
"2021-08-22 06:20:50","44430.2644675926","20.69","0.000","22.7","50.0","",""
"2021-08-22 06:35:50","44430.2748842593","20.03","0.000","22.7","50.0","",""
"2021-08-22 06:50:50","44430.2853009259","22.91","0.000","22.7","50.0","",""
"2021-08-22 07:05:50","44430.2957175926","35.62","0.000","22.7","50.0","",""
"2021-08-22 07:20:50","44430.3061342593","54.88","0.000","22.7","50.0","",""
"2021-08-22 07:35:50","44430.3165509259","78.44","0.000","22.7","50.0","",""
"2021-08-22 07:50:50","44430.3269675926","77.32","0.000","22.8","50.0","",""
"2021-08-22 08:05:50","44430.3373842593","97.72","0.000","22.8","50.0","",""
"2021-08-22 08:20:50","44430.3478009259","60.28","0.000","22.9","50.0","",""
"2021-08-22 08:35:50","44430.3582175926","55.58","0.000","22.9","50.0","",""
"2021-08-22 08:50:50","44430.3686342593","65.62","0.000","22.9","50.0","",""
"2021-08-22 09:05:50","44430.3790509259","74.82","0.000","23.0","50.0","",""
"2021-08-22 09:20:50","44430.3894675926","43.38","0.000","23.0","50.0","",""
"2021-08-22 09:35:50","44430.3998842593","106.90","0.000","23.1","50.0","",""
"2021-08-22 09:50:50","44430.4103009259","171.80","0.000","23.1","50.0","",""
"2021-08-22 10:05:50","44430.4207175926","181.60","0.000","23.2","50.0","",""
"2021-08-22 10:20:50","44430.4311342593","154.10","0.000","23.2","50.0","",""
"2021-08-22 10:35:50","44430.4415509259","260.90","0.000","23.3","50.0","",""
"2021-08-22 10:50:50","44430.4519675926","279.50","0.000","23.3","50.0","",""
"2021-08-22 11:05:50","44430.4623842593","120.30","0.000","23.3","50.0","",""
"2021-08-22 11:20:50","44430.4728009259","211.20","0.000","23.4","50.0","",""
"2021-08-22 11:35:50","44430.4832175926","172.00","0.000","23.4","50.0","",""
"2021-08-22 11:50:50","44430.4936342593","116.40","0.000","23.4","50.0","",""
"2021-08-22 12:05:50","44430.5040509259","166.10","0.000","23.5","50.0","",""
"2021-08-22 12:20:50","44430.5144675926","73.84","0.000","23.5","50.0","",""
"2021-08-22 12:35:50","44430.5248842593","43.46","0.000","23.5","50.0","",""
