"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6"
"Date/Time","Date/Time","ch1","ch2","ch3","ch4","Cumulative Illuminance","Cumulative Amount of UV Light"
"","","lx","mW/cm2","°C","%","lxh","W/cm2h"
"2021-08-22 02:46:43","44430.1157754630","0.00","0.000","22.9","52.0","",""
"2021-08-22 03:01:43","44430.1261921296","0.00","0.000","22.9","53.0","",""
"2021-08-22 03:16:43","44430.1366087963","0.00","0.000","22.9","53.0","",""
"2021-08-22 03:31:43","44430.1470254630","0.00","0.000","22.9","52.0","",""
"2021-08-22 03:46:43","44430.1574421296","0.00","0.000","22.9","53.0","",""
"2021-08-22 04:01:43","44430.1678587963","0.00","0.000","22.9","53.0","",""
"2021-08-22 04:16:43","44430.1782754630","0.00","0.000","22.9","52.0","",""
"2021-08-22 04:31:43","44430.1886921296","0.00","0.000","22.9","53.0","",""
"2021-08-22 04:46:43","44430.1991087963","0.00","0.000","22.9","53.0","",""
"2021-08-22 05:01:43","44430.2095254630","0.00","0.000","22.9","52.0","",""
"2021-08-22 05:16:43","44430.2199421296","0.00","0.000","22.9","53.0","",""
"2021-08-22 05:31:43","44430.2303587963","0.00","0.000","22.9","53.0","",""
"2021-08-22 05:46:43","44430.2407754630","0.00","0.000","22.8","53.0","",""
"2021-08-22 06:01:43","44430.2511921296","0.00","0.000","22.8","53.0","",""
"2021-08-22 06:16:43","44430.2616087963","0.01","0.000","22.8","53.0","",""
"2021-08-22 06:31:43","44430.2720254630","0.02","0.000","22.8","53.0","",""
"2021-08-22 06:46:43","44430.2824421296","0.02","0.000","22.8","53.0","",""
"2021-08-22 07:01:43","44430.2928587963","0.02","0.000","22.8","53.0","",""
"2021-08-22 07:16:43","44430.3032754630","0.05","0.000","22.8","53.0","",""
"2021-08-22 07:31:43","44430.3136921296","0.07","0.000","22.8","53.0","",""
"2021-08-22 07:46:43","44430.3241087963","0.08","0.000","22.9","53.0","",""
"2021-08-22 08:01:43","44430.3345254630","0.11","0.000","22.9","53.0","",""
"2021-08-22 08:16:43","44430.3449421296","0.08","0.000","22.9","53.0","",""
"2021-08-22 08:31:43","44430.3553587963","0.08","0.000","22.9","53.0","",""
"2021-08-22 08:46:43","44430.3657754630","0.07","0.000","22.9","53.0","",""
"2021-08-22 09:01:43","44430.3761921296","0.11","0.000","23.0","53.0","",""
"2021-08-22 09:16:43","44430.3866087963","0.06","0.000","23.0","53.0","",""
"2021-08-22 09:31:43","44430.3970254630","0.11","0.000","23.1","53.0","",""
"2021-08-22 09:46:43","44430.4074421296","0.13","0.000","23.1","53.0","",""
"2021-08-22 10:01:43","44430.4178587963","0.20","0.000","23.1","53.0","",""
"2021-08-22 10:16:43","44430.4282754630","0.20","0.000","23.2","53.0","",""
"2021-08-22 10:31:43","44430.4386921296","0.23","0.000","23.2","53.0","",""
"2021-08-22 10:46:43","44430.4491087963","0.28","0.000","23.2","53.0","",""
"2021-08-22 11:01:43","44430.4595254630","0.18","0.000","23.3","53.0","",""
"2021-08-22 11:16:43","44430.4699421296","0.23","0.000","23.3","53.0","",""
"2021-08-22 11:31:43","44430.4803587963","0.20","0.000","23.3","53.0","",""
"2021-08-22 11:46:43","44430.4907754630","0.17","0.000","23.3","53.0","",""
"2021-08-22 12:01:43","44430.5011921296","0.17","0.000","23.3","53.0","",""
"2021-08-22 12:16:43","44430.5116087963","0.10","0.000","23.4","53.0","",""
"2021-08-22 12:31:43","44430.5220254630","0.06","0.000","23.4","53.0","",""
"2021-08-22 12:46:43","44430.5324421296","0.05","0.000","23.4","53.0","",""
"2021-08-22 13:01:43","44430.5428587963","0.13","0.000","23.4","53.0","",""
"2021-08-22 13:16:43","44430.5532754630","0.26","0.000","23.4","53.0","",""
"2021-08-22 13:31:43","44430.5636921296","0.18","0.000","23.4","53.0","",""
"2021-08-22 13:46:43","44430.5741087963","0.20","0.000","23.4","53.0","",""
"2021-08-22 14:01:43","44430.5845254630","0.28","0.000","23.4","53.0","",""
"2021-08-22 14:16:43","44430.5949421296","0.21","0.000","23.4","53.0","",""
"2021-08-22 14:31:43","44430.6053587963","0.14","0.000","23.4","52.0","",""
"2021-08-22 14:46:43","44430.6157754630","0.10","0.000","23.4","53.0","",""
"2021-08-22 15:01:43","44430.6261921296","0.20","0.000","23.4","53.0","",""
"2021-08-22 15:16:43","44430.6366087963","0.12","0.000","23.4","52.0","",""
"2021-08-22 15:31:43","44430.6470254630","0.05","0.000","23.4","53.0","",""
"2021-08-22 15:46:43","44430.6574421296","0.15","0.000","23.4","52.0","",""
"2021-08-22 16:01:43","44430.6678587963","0.14","0.000","23.4","53.0","",""
"2021-08-22 16:16:43","44430.6782754630","0.14","0.000","23.4","52.0","",""
